"","area_id","representativeness_norm","h_items","h_items_norm","h_items_weight","h_items_weight_norm","f_sweets_jan","f_sweets_feb","f_sweets_mar","f_sweets_apr","f_sweets_may","f_sweets_jun","f_sweets_jul","f_sweets_aug","f_sweets_sep","f_sweets_oct","f_sweets_nov","f_sweets_dec","f_sweets_weight_jan","f_sweets_weight_feb","f_sweets_weight_mar","f_sweets_weight_apr","f_sweets_weight_may","f_sweets_weight_jun","f_sweets_weight_jul","f_sweets_weight_aug","f_sweets_weight_sep","f_sweets_weight_oct","f_sweets_weight_nov","f_sweets_weight_dec"
"2654","E01003951",0.318047403220223,3.20653770605825,0.784481188109683,2.73594517364635,0.790865516435344,0.128008240471954,0.153082333471245,0.164473684210526,0.145283511889208,0.146866682797,0.140251775338928,0.140689655172414,0.137919519118384,0.143321902752132,0.151269885570751,0.152698508060479,0.160053799596503,0.0853900904216351,0.103497578546776,0.109349805514831,0.0933255023302409,0.0888523483711187,0.0938380384793546,0.0878248275467071,0.087198963563225,0.0944133492437666,0.106522675025462,0.0944787339363882,0.112972723083741
"2655","E01003952",0.0821730928822772,3.25389720681732,0.796067715644838,2.86160004398656,0.827187919706236,0.175819104753115,0.265318262938727,0.236883116883117,0.203316510454218,0.240590405904059,0.232586311326469,0.186972255729795,0.212848297213622,0.2,0.186005314437555,0.212175470008953,0.251217814892136,0.0915891203011724,0.148539588037028,0.133485795233745,0.144559016603393,0.169386121031971,0.131899671667127,0.111441198605306,0.144215180766458,0.139428141095681,0.136063737328753,0.147614970855682,0.226063868212691
"2656","E01003954",0.0812082684563341,3.36900802427346,0.824229639539156,2.84785498589044,0.823214706874951,0.147058823529412,0.145161290322581,0.183221476510067,0.155490051584377,0.136932192231731,0.146060217809097,0.12533692722372,0.141150112023898,0.172915072685539,0.154231625835189,0.153264604810997,0.172910662824208,0.0767848731839095,0.0856734982382276,0.131817017520675,0.0723166263625714,0.071653315544956,0.104462645307436,0.0700270239134349,0.111308470453579,0.11696469932454,0.116292910363808,0.113417711104026,0.13267044255322
"2657","E01003956",0.0898230292992606,3.19880500414567,0.782589378394732,2.79292377504949,0.80733602595378,0.160728744939271,0.166261151662612,0.17879906071788,0.147662734818698,0.200356188780053,0.16874730951356,0.143207855973813,0.164869029275809,0.200750469043152,0.158730158730159,0.184758771929825,0.190338164251208,0.0960543693844162,0.106947402438901,0.122383768033783,0.0986801512760782,0.125735727686947,0.09789542077335,0.0790543128829192,0.095534449550593,0.133640396041005,0.099342700785267,0.118463808594915,0.159127809994135
"2658","E01003957",0.11018759218201,3.22162805198941,0.788173049422493,2.77660566154977,0.802619033309148,0.14304347826087,0.167184035476718,0.172868741542625,0.160946196660482,0.160975609756098,0.140273163528977,0.1689669594312,0.132940681531342,0.138941758660069,0.146432573776616,0.15977844056242,0.158238884045336,0.112269671128815,0.125258972878883,0.117820752437528,0.118304325658292,0.101839997673015,0.0860452547398706,0.1176119428356,0.09465681263012,0.0954859506251622,0.100462113316743,0.103095800497502,0.122521284858456
"2659","E01003958",0.105397326911625,3.27192426604907,0.800478045458684,2.81092728306864,0.812540206872448,0.139840450492726,0.152341739577972,0.168734491315136,0.171011470281543,0.141585040071238,0.147843942505133,0.140148011100833,0.150803461063041,0.14940668824164,0.153153153153153,0.16259765625,0.191358024691358,0.0906890264233107,0.0957950257296945,0.14112118584688,0.142132332348414,0.0934285919830351,0.0950170184446123,0.0951777286797759,0.0988728600882865,0.107920218751621,0.117201338797139,0.124009115919786,0.136113288936325
"2660","E01003960",0.311756335283586,3.25946887530763,0.797430827361495,2.83132731637942,0.818437138958309,0.138394946186242,0.150541698160746,0.14539219421915,0.146179195423739,0.134976314684895,0.134359034588056,0.143297190734352,0.145466801482979,0.140693062869774,0.143068242880172,0.143671607753706,0.161280278971293,0.0937129879613566,0.0909760989561601,0.0930827819769625,0.0873845002034205,0.0843172907355824,0.0868542206484964,0.0958125300088962,0.0998952936246638,0.104915431205582,0.0955604287447802,0.102333007733693,0.119471998760059
"2661","E01003961",0.283195376521467,3.29253832337527,0.805521285758795,2.86346623164741,0.827727368918294,0.150821304131409,0.16103973707798,0.172609621580298,0.160138448226132,0.1644240236298,0.164822609741431,0.160774571628766,0.154977009261058,0.156772334293948,0.174811113819157,0.170081967213115,0.18876589731512,0.0909589518201299,0.0990931101776602,0.110262344515175,0.094499752083148,0.098222861903049,0.103404025687383,0.0930054898202877,0.0983235839293455,0.0965144699284927,0.112724353523416,0.110080254976149,0.13092689426859
"2662","E01003963",0.211858528731141,3.35878626417637,0.821728880389999,2.88445170825955,0.833793532070381,0.143069822837576,0.159370133241045,0.177136389360498,0.169313026571614,0.176006314127861,0.16027159324175,0.172649858073134,0.166666666666667,0.176101694915254,0.167714884696017,0.17141359426874,0.174459070963837,0.0920546823329085,0.0959090877232211,0.115274988391563,0.103581172543156,0.11344340938369,0.104177212120836,0.107785382421841,0.104845870261006,0.108778234024749,0.109329033417365,0.109280274816985,0.123373085448562
"2663","E01003964",0.339214978263851,3.26643373943121,0.79913478514511,2.84008308975618,0.820968125068741,0.129839502129053,0.146291040330775,0.148626512096774,0.147948822095857,0.145119484132002,0.130295081967213,0.132023679597844,0.140344743190798,0.144964028776978,0.146159849125317,0.147979709637922,0.157772767130152,0.0840686797980869,0.0945528307773927,0.0983394551786124,0.0906170855387736,0.090905663213641,0.0794100353859278,0.0765437980356664,0.0878101900852511,0.0953755414814238,0.0955526561523343,0.100767979753208,0.119633575027433
