"","area_id","representativeness_norm","h_items","h_items_norm","h_items_weight","h_items_weight_norm","f_sauces_jan","f_sauces_feb","f_sauces_mar","f_sauces_apr","f_sauces_may","f_sauces_jun","f_sauces_jul","f_sauces_aug","f_sauces_sep","f_sauces_oct","f_sauces_nov","f_sauces_dec","f_sauces_weight_jan","f_sauces_weight_feb","f_sauces_weight_mar","f_sauces_weight_apr","f_sauces_weight_may","f_sauces_weight_jun","f_sauces_weight_jul","f_sauces_weight_aug","f_sauces_weight_sep","f_sauces_weight_oct","f_sauces_weight_nov","f_sauces_weight_dec"
"1","E01000001",0.284288112466415,3.08388323994057,0.754473706480771,2.64636065817492,0.764969784029824,0.00909090909090909,0.00799247766807711,0.00674329501915709,0.00667100553205337,0.00481275379756354,0.0107441933954811,0.00811927959846472,0.00933977455716586,0.00992929140965849,0.00654205607476636,0.00622790775963643,0.00765505389782846,0.0119293809645518,0.00954291549529441,0.0109949015259975,0.00907446406943336,0.00806776527106529,0.0165638558233533,0.0125461601375506,0.00919200879308807,0.0136630513578045,0.00796789744296043,0.00680937706850118,0.00676940416913298
"2","E01000002",0.211394099069902,3.10980799408879,0.760816211637415,2.63574472312327,0.761901090607916,0.0117376294591484,0.0131123206333498,0.0104296001986591,0.00793060718711276,0.00973709834469328,0.00887033655100444,0.00817624347036112,0.010969387755102,0.012523629489603,0.00747065101387407,0.0073032188260752,0.00885803208044051,0.0123475439769331,0.0169455585905661,0.0129416554633983,0.0128263978321493,0.0123560555182862,0.0126402946903611,0.0122130227692223,0.0161877961872663,0.015724865636577,0.0111843148635149,0.00843559853028207,0.0108085638536292
"3","E01000003",0.242093642431441,3.24651508408476,0.794261675316335,2.73167110598593,0.789630033809416,0.010275055327221,0.0088121254846669,0.00850603154964429,0.00590020229265003,0.00403768506056528,0.0054338597384955,0.00721476510067114,0.00729184331015771,0.00899947061937533,0.00499397279145859,0.00580198390417368,0.00632911392405063,0.0148724787232905,0.0115428909083175,0.0119774013812173,0.00804299696622067,0.00598871122558115,0.00756571389115693,0.0110810795266819,0.0102521949088924,0.0136066876972788,0.00957649528997328,0.00789171853958049,0.00666238665791429
"4","E01000005",0.412035836790827,3.19584185198246,0.781864441611625,2.74875538117434,0.794568496849521,0.0167887470020095,0.0122401680307091,0.0137346768500096,0.010092115957735,0.00982673907421774,0.0139822532938962,0.0127374626974307,0.0123544784984557,0.0154347826086957,0.013561889026573,0.0174353205849269,0.016797466611593,0.0195420661093321,0.0125858780472254,0.0163622013089257,0.0111795682262584,0.0120100091781814,0.0152747862329524,0.0162322542609751,0.01343250934268,0.0187775951625201,0.0138739889092833,0.0180728330532224,0.0142184277423908
"5","E01000006",0.165697600350299,3.19003131606505,0.780442890849433,2.71269236416487,0.78414394710118,0.0115146147032772,0.0107560898449858,0.0121391961154572,0.00972972972972973,0.0104444984211805,0.0150375939849624,0.0130497825036249,0.0142357642357642,0.0109955423476969,0.0194619347452776,0.0108418367346939,0.0127081507449606,0.0139272474390231,0.0108887121419214,0.0108117434456633,0.00653576121481723,0.0103090584824658,0.0138928750258847,0.00982572888113746,0.0170341274468423,0.0111691187153885,0.0119892099762107,0.0117125807631638,0.00751146846906261
"6","E01000007",0.160021269091707,3.2521685002039,0.795644786634703,2.66153190671062,0.769355258352822,0.0126871352448617,0.0187677053824363,0.0123456790123457,0.00911772593188522,0.013215859030837,0.00745077168706759,0.0110459873760144,0.00673854447439353,0.00655737704918033,0.0112762685802153,0.0109389243391067,0.0107115531752104,0.0161937214714636,0.0226963890178478,0.017057801999138,0.0108620546875745,0.0175561883263795,0.00957250222350391,0.0133734534165105,0.00708994976053744,0.0071939406917129,0.0118246359075086,0.011693757223472,0.0101752136701176
"7","E01000008",0.180548666730835,3.3825397572016,0.827540185335824,2.76204754758435,0.798410794624217,0.013671875,0.021945866861741,0.0108254397834912,0.00666222518321119,0.0164473684210526,0.0120671563483736,0.0201037613488975,0.0200276243093923,0.0157629255989912,0.00786924939467312,0.0070323488045007,0.0130293159609121,0.0196032294109729,0.0314670725660976,0.0104486790991539,0.00618391802557476,0.0251969131016205,0.0141922882981775,0.0239465088571547,0.0186770605339811,0.0179827148807695,0.00849607065092475,0.0121533985147115,0.0151411410922916
"8","E01000009",0.158430941088429,3.22262793442462,0.788417671202323,2.63033927121638,0.760338564591283,0.0181397143959861,0.015370705244123,0.0126193724420191,0.00881057268722467,0.00752651385562778,0.0124869927159209,0.00577838205302515,0.00285204991087344,0.00564726324934839,0.00992810681273536,0.00637619553666312,0.0112083105522143,0.0173244503664224,0.015108227852335,0.0125783542184274,0.00894127715876578,0.0105974404999038,0.00926047967522914,0.00912714527874096,0.00395376305175052,0.00387145522800629,0.0111411436279854,0.00671311413855225,0.0129027956728883
"9","E01000010",0.154674957137291,3.27282287801145,0.800697891362433,2.74178566990863,0.792553798473013,0.0184171229467397,0.0222403037700027,0.0174694285001248,0.0105490290098298,0.0176201372997712,0.0134770889487871,0.0131868131868132,0.0166307360640591,0.0154277699859748,0.0106171201061712,0.0172771250863856,0.0149521531100478,0.016593498542004,0.0214277258984066,0.0130395166828325,0.011952208940925,0.0143448843385347,0.0161836819990237,0.0187822413685997,0.0203872255159643,0.0128407432832006,0.00947118505562641,0.014977065863007,0.0102294860322984
"10","E01000011",0.185060854072049,3.32387501109757,0.813187823398246,2.79657330195027,0.808390975813498,0.0149452009299236,0.0163678877630553,0.0128118678354686,0.00967261904761905,0.00573979591836735,0.010230179028133,0.0128988458927359,0.0118530225207428,0.0106147722246793,0.012514220705347,0.0162321692080669,0.0112075198843095,0.0144808264861319,0.0186547216332293,0.0128189562469704,0.009996576012073,0.00723927754222471,0.00838796013574434,0.0170519765644477,0.0148567110136747,0.0141010994304669,0.010954146520067,0.0174689597867548,0.0112885141929238
"11","E01000012",0.171411480082022,3.1948081753287,0.781611552057906,2.65820283783549,0.768392941636632,0.0179000801496126,0.0107042253521127,0.0185135497719345,0.00909341416368146,0.00986012382481082,0.014018691588785,0.011622031328954,0.0103199174406605,0.0115312416197372,0.014500683994528,0.0153933865450399,0.0076249646992375,0.0170595048473959,0.0134588385221093,0.0163150996382391,0.00953903288504721,0.0115771959859298,0.0150112584438329,0.0124536332971687,0.00873890432107654,0.00956442184315077,0.0112813451200883,0.0152054995604413,0.00859806113231269
"12","E01000013",0.0644720286471075,3.34450270108966,0.818234398937456,2.82999919284284,0.818053225158879,0.0163618864292589,0.0201923076923077,0.0172570390554042,0.016597510373444,0.0101694915254237,0.010597302504817,0.00904977375565611,0.00727802037845706,0.0209090909090909,0.015647226173542,0.0144144144144144,0.0111275964391691,0.0189048262302745,0.0227982243173801,0.0214766979926848,0.0202024138961427,0.00649097046008435,0.0112563352453043,0.0110237052809157,0.00891617803256267,0.0136030535508138,0.0159350978919411,0.0156544978518766,0.0103412393834201
"13","E01000015",0.0768293860817296,3.23754448906091,0.792067014380627,2.81811704201549,0.814618513293689,0.0188679245283019,0.0252918287937743,0.0159924741298213,0.0174717368961973,0.0103329506314581,0.00782778864970646,0.014514896867838,0.0116459627329193,0.00334821428571429,0.00757002271006813,0.0156385751520417,0.0058972198820556,0.0265281593066822,0.032286531432327,0.0284107564025669,0.0237788114503121,0.0102794728459609,0.00775198868325067,0.0135704338364362,0.0121629237513657,0.00207488999700043,0.0103648455864644,0.0185452080379381,0.00458267802771082
"14","E01000017",0.0897030804782358,3.165015525276,0.774322764071376,2.62900314822062,0.759952338429574,0.0107323232323232,0.00988142292490119,0.0100942126514132,0.0100214745884037,0.0109258194364577,0.0087719298245614,0.00587084148727984,0.00486111111111111,0.00455729166666667,0.00683890577507599,0.0114242193450114,0.00279524807826695,0.0126437176782244,0.0147665576684913,0.00946882293428245,0.0121673463471675,0.0110849312401203,0.00986117936279786,0.0102776240277333,0.00784145608514404,0.0057946554952372,0.00198824443554627,0.0150831029486851,0.00281804979681861
"15","E01000018",0.0766075579282099,3.2458217257092,0.79409204481387,2.73782004818344,0.791407476717777,0.0136363636363636,0.0126984126984127,0.0188976377952756,0.003125,0.00747384155455904,0.0127345844504021,0.00915141430948419,0.0179245283018868,0.0131795716639209,0.00943396226415094,0.0109670987038883,0.0130293159609121,0.0119020799046917,0.0212460150443032,0.0137255252594539,0.00333881566866127,0.0122602987476635,0.0155051589616702,0.0135996369771557,0.0291342244068508,0.0127707157580906,0.00699098518385106,0.012665987279868,0.00882163853859707
"16","E01000020",0.126694868227285,3.23607710956572,0.791708019191636,2.77061532251689,0.800887436997024,0.0188527878058564,0.0208333333333333,0.017565112053301,0.018342151675485,0.00984682713347921,0.013287775246773,0.0155126749905411,0.0176344086021505,0.0211880438895195,0.0179310344827586,0.0189068408387762,0.0140980454982377,0.0214375949803746,0.0246037076469224,0.0186079831827579,0.0210850445059915,0.0124539956569399,0.0148072272863046,0.0153108621932882,0.0182972972884086,0.0177441808859289,0.018191938510573,0.0165480000870947,0.0118631101065689
"17","E01000022",0.142549815154741,3.32824051775495,0.814255846968593,2.86987916756512,0.829581123125537,0.0211141060197664,0.0270135067533767,0.0200597524541187,0.0214592274678112,0.0231235784685368,0.0164968461911693,0.0163789287295263,0.0189549180327869,0.0226615236258438,0.0203598484848485,0.0235649546827795,0.0213953488372093,0.021175516178251,0.0257833697371941,0.0222969814012838,0.0167264124237863,0.0188008521155497,0.0185889399570199,0.0180478604149529,0.0210448498544976,0.0156489353443134,0.0205700401399679,0.0227912668870593,0.0162235820527888
"18","E01000023",0.183487035851987,3.32373427698727,0.813153392721866,2.85151288466212,0.824272076748074,0.0174284189934199,0.0188953488372093,0.0197277871234134,0.0139729855612483,0.0217183444884579,0.0121517486662715,0.0147034798235582,0.0157086754730453,0.0120355834641549,0.0188176519567027,0.0157147685028726,0.0138304269392664,0.0217686732524003,0.0219699595403055,0.0247348328449272,0.0141211693913196,0.021894656311731,0.0134758784936666,0.0170682229395817,0.0178845476899526,0.0115929187855331,0.0171051221053828,0.0162042718782151,0.0137596482995466
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,2.80044077495585,0.809508926226144,0.0173913043478261,0.0158150851581509,0.0104463437796771,0.0120545073375262,0.0143665650848933,0.0192407696307852,0.0125067971723763,0.0123523093447905,0.0102040816326531,0.0138801261829653,0.0157618213660245,0.0241364960466084,0.0184918656657481,0.0175100359219594,0.0105387182727043,0.0119484694850702,0.015473605963228,0.0242474577261399,0.012607178218423,0.00860173383198077,0.0103637263221909,0.00946820295416414,0.0140181640150372,0.0258676521715123
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,2.86050526697746,0.826871458180242,0.0173854898027416,0.0146245059288538,0.0207357859531773,0.0155601659751037,0.0161849710982659,0.0114242193450114,0.0117909496494583,0.0152727272727273,0.0235414534288639,0.021095717884131,0.0155309033280507,0.019691996970462,0.0224700589073117,0.0162645780671258,0.0260235307169263,0.0147359787405062,0.0207449775445361,0.0181701804283102,0.0167631009806982,0.0166582850535077,0.0214152497758908,0.0209584363593548,0.0165840010511828,0.0157366675787023
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,2.77239333064868,0.801401396608832,0.0105820105820106,0.0205920205920206,0.0146627565982405,0.0101289134438306,0.0219378427787934,0.0153061224489796,0.0177935943060498,0.00250941028858218,0.00800640512409928,0.00437956204379562,0.0113636363636364,0.00976042590949423,0.0246171285980785,0.0232380659223885,0.0262386234693273,0.0170284425258647,0.0276888137192574,0.00952525463571661,0.0333217935922159,0.00364447911619044,0.0134765052373464,0.0104532339018851,0.00968402127527043,0.00865077124929048
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,2.81289206557751,0.813108156387127,0.0182688125271857,0.0157424812030075,0.0156720916214587,0.0139217231415813,0.0181480717673747,0.0104700854700855,0.00942507068803016,0.0112469437652812,0.0133762695070597,0.014827018121911,0.0189105278012983,0.0191307964233728,0.0213944693120499,0.0210385754168697,0.0190082492698119,0.014842502447242,0.0267685887880629,0.0136619303632437,0.01180970164201,0.0134822006581259,0.01174556057225,0.0130693356376775,0.0141617368272071,0.0175344010030866
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,2.72905981619385,0.788875201779202,0.0118935837245696,0.00567375886524823,0.0157241379310345,0.013182096873084,0.01454658000619,0.00888450148075024,0.0137120470127326,0.0150862068965517,0.0153029356652092,0.0180559735179055,0.0201342281879195,0.0184192119375146,0.0106281674326625,0.00726980997079181,0.0145739028137723,0.0127236149693025,0.0135417983053249,0.00640811816094696,0.00989177318821507,0.0165103344492367,0.0153786455662124,0.0179226284259447,0.0141722133458846,0.0128678948008943
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,2.79739844745571,0.808629496355714,0.0194120909595119,0.0172309552599758,0.0132345156167284,0.0111079464540017,0.0123188405797101,0.0161375661375661,0.0122408193854609,0.0101404056162246,0.0146121147715197,0.0166444740346205,0.0113566605279312,0.0111834078893859,0.0183443182418347,0.0173642486030471,0.0156294888658514,0.0119181365990372,0.0138842288148177,0.0172982659507886,0.0146505282011672,0.0108429296216112,0.0173228067606683,0.0134912128048626,0.0121903993755466,0.0108367726447086
